Song Name,Artist Name,Release Date,Genres,Tracks,Popularity,Album Name,Album Type,Song Duration (ms)
Tera Naam Liya,Anuradha Paudwal,1989-01-27,"bhajan, classic bollywood, filmi, ghazal, hare krishna","My Name Is Lakhan Theme, My Name Is Lakhan, Tera Naam Liya, Main Hoon Hero, Bada Dukh Dina O Ramji, Mere Do Anmol Ratan, Bekhabar Bewafa",56,Ram Lakhan,album,354725
"Dil Hai Ki Manta Nahin (From ""Dil Hai Ke Manta Nahin"")",Anuradha Paudwal,2017-02-13,"bhajan, classic bollywood, filmi, ghazal, hare krishna","Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui""), Hum Aapke Dil Mein Rehte Hain (From ""Hum Aapke Dil Mein Rahte Hain""), Dil Hai Ki Manta Nahin (From ""Dil Hai Ke Manta Nahin""), Tumhein Apna Banane Ki Kasam Khai Hai (From ""Sadak""), Kasam Se Kasam Se (From ""Hum Aapke Dil Mein Rahte Hain""), Main Duniya Bhula Doonga (From ""Aashiqui""), Dil Se Dilbar (From ""Aan - Men At Work""), Dil Diwana (From ""Daag The Fire""), Mohabbat Ki Hai Tumhare Liye (From ""Sadak""), Sachi Sachi Baat Bata (From ""Aap Ki Yaaden""), Dil Diwane Ka Dola Dildar Ke Liye (From ""Tahalka""), Tu Meri Zindagi Hai (From ""Aashiqui""), Jaan - E - Jigar Jaaneman (From ""Aashiqui""), Tere Hum Ae Sanam (From ""Jeena Teri Gali Mein""), Adayein Bhi Hain Mohabbat Bhi Hai (From ""Dil Hai Ke Manta Nahin""), Nazar Ke Samne (From ""Aashiqui""), Tere Chehre Pe Marta Hoon (From ""Kaun Hai Jo Sapno Mein Aaya""), Tu Pyar Hai Kisi Aur Ka (From ""Dil Hai Ke Manta Nahin""), Jo Hum Na Milenge To Gul Na Khilenge (From ""Jaan Ki Kasam""), Koi Mere Dil Mein Hai (From ""Koi Mere Dil Mein Hai"")",52,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,compilation,372293
Hoshwalon Ko Khabar Kya,Jagjit Singh,1999-04-30,"classic bollywood, filmi, ghazal, hare krishna, sufi","Hoshwalon Ko Khabar Kya, Is Deewane Ladke Ko, Jo Haal Dil Ka, Jo Haal Dil Ka - Instrumental, Meri Raaton Ki Neendein Udade, Yeh Jawani Hadd Kar De, Zindagi Maut Na Ban Jaaye, Is Deewane Ladke Ko - Remix, Jo Haal Dil Ka - Remix, Zindagi Maut Na Ban Jaaye - Remix",63,Sarfarosh (Original Motion Picture Soundtrack),album,307000
"Hothon Se Chhu Lo Tum - From ""Prem Geet""",Jagjit Singh,2003-01-01,"classic bollywood, filmi, ghazal, hare krishna, sufi","Hothon Se Chhu Lo Tum - From ""Prem Geet"", Tera Chehra Hai Aaeene Jaisa, Na Mohabbat Na Dosti (Waqt Rukta Nahin Kisi Ke Liye) - From ""Phir Aayee Barsaat"", Tum Nahin Aaye Abhi - Main Aur Meri Tanhai / Soundtrack Version, Yun To Guzar Raha Hai, Ghar Se Nikle The Hausala Karke, Baad Muddat Unhain - Main Aur Meri Tanhai / Soundtrack Version, Ajnabi - Raavan / Soundtrack Version, Main Aur Meri Tanhai - Main Aur Meri Tanhai / Soundtrack Version, Kya Bhala Hai Kya Bura Hai",59,Dard-E-Jigar,album,297706
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,2022-05-02,"classic bollywood, filmi, ghazal, hare krishna, sufi","Tum Itna Jo Muskura Rahe Ho, Chalte Chalte Yun Hi Koi, Hai Tere Saath Meri Wafa, Mana Ho Tum Behad Haseen - Part 1, Jalta Hai Badan, Betaab Dil Ki Tamanna Yehi Hai, Tum Jo Mil Gaye Ho, Yeh Duniya Yeh Mehfil, Jhuki Jhuki Si Nazar, Mere Dil Mein Tu Hi Tu Hai, Mile Na Phool To Kanton Se Dosti, Har Taraf Ab Yehi Afsane Hain, Zara Si Aahat Hoti Hai, Dhire Dhire Machal, Koi Yeh Kaise Bataye, Waqt Ne Kiya Kya Haseen Sitam, Yeh Nain Dare Dare, Kuchh Dil Ne Kaha Kuchh Bhi Nahin, Ab Tumhare Hawale Vatan Sathiyon, Ya Dil Ki Suno Duniyawalo",57,Kaifi Azmi Ki Kalam Se,album,321311
Tum Ko Dekha To Yeh Khayal Aaya,Jagjit Singh,1982-04-03,"classic bollywood, filmi, ghazal, hare krishna, sufi","Pyar Mujh Se Jo Kiya, Yun Zindagi Ki, Yun Zindagi Ki Raah Mein, Ye Bata De, Tum Ko Dekha To Yeh Khayal Aaya, Yeh Tera Ghar Yeh Mera Ghar, Tum Ko Pata Hai",55,Saath Saath,album,291066
Chithi Na Koi Sandesh-Jagjit Singh,Jagjit Singh,1998-05-29,"classic bollywood, filmi, ghazal, hare krishna, sufi","Pyar Ko Ho Jane Do, Aawaz Do Humko - Happy, Chithi Na Koi Sandesh-Jagjit Singh, Tunna Tunna, Hippy Hippy Ya, Aawaz Do Humko - Sad, Chidiya Chidiya, Chithi Na Koi Sandesh-Lata Mangeshkar, Khoobsurat",55,Dushman,album,397560
Jhuki Jhuki Si Nazar,Jagjit Singh,2022-05-02,"classic bollywood, filmi, ghazal, hare krishna, sufi","Tum Itna Jo Muskura Rahe Ho, Chalte Chalte Yun Hi Koi, Hai Tere Saath Meri Wafa, Mana Ho Tum Behad Haseen - Part 1, Jalta Hai Badan, Betaab Dil Ki Tamanna Yehi Hai, Tum Jo Mil Gaye Ho, Yeh Duniya Yeh Mehfil, Jhuki Jhuki Si Nazar, Mere Dil Mein Tu Hi Tu Hai, Mile Na Phool To Kanton Se Dosti, Har Taraf Ab Yehi Afsane Hain, Zara Si Aahat Hoti Hai, Dhire Dhire Machal, Koi Yeh Kaise Bataye, Waqt Ne Kiya Kya Haseen Sitam, Yeh Nain Dare Dare, Kuchh Dil Ne Kaha Kuchh Bhi Nahin, Ab Tumhare Hawale Vatan Sathiyon, Ya Dil Ki Suno Duniyawalo",54,Kaifi Azmi Ki Kalam Se,album,302733
Koi Fariyaad,Jagjit Singh,2017-12-05,"classic bollywood, filmi, ghazal, hare krishna, sufi","Koi Fariyaad, Tere Baare Mein Jab Socha Nahin Tha, Tum Hamare Nahin, Aaina Saamne Rakhoge To Yaad Aayonga, Jawab Jinka Nahin, Tere Aane Ki Jab Khabar Mehke, Teri Berukhi",51,Ghazal Maestro - Jagjit Singh,compilation,541346
He Ram He Ram,Jagjit Singh,1984-08-01,"classic bollywood, filmi, ghazal, hare krishna, sufi","Prabhuji Tum Chandan Hum Pani, Hey Gobind Hey Gopal, Shlok - Hey Gobind Hey Gopal, Muraliya Baje Jamuna Re Teer - Chitra Singh, Sab Seoonchi Prem Sagai, He Ram He Ram, Laaj Rakho Girdhari - Chitra Singh, Jai Radha Madhav, Mere To Girdhar Gopal, Deenan Dukh Haran Dev Santan Hitkari, Maha Mantra, Beet Gaye Din Bhajan Bina Re",51,Hey Gobind Hey Gopal,compilation,253000
Woh Kaghaz Ki Kashti,Jagjit Singh,1982-06-17,"classic bollywood, filmi, ghazal, hare krishna, sufi","Woh Kaghaz Ki Kashti, Shayad Main Zindagi Ki Sahar, Zindagi Tujh Ko Jiya Hai, Us Mod Se Shuroo Karen, Jis Mod Par Kiye The, Badi Haseen Raat Thi, Teri Ankhon Mein Hamne Kya Dekha, La Pila De Sharab Ai Saqi",52,The Latest,album,388998
Hey Ram Hey Ram Shree Ram Dhun,Jagjit Singh,1998-01-04,"classic bollywood, filmi, ghazal, hare krishna, sufi",Hey Ram Hey Ram Shree Ram Dhun,52,Hey Ram Hey Ram,single,1613160
Main Agar Kahoon,Sonu Nigam,2017-07-31,"filmi, modern bollywood","Hans Mat Pagli, Tere Bin, Gulabi Retro Mix, Gori Tu Latth Maar, Deewana Tera, Main Agar Kahoon, Meri Duniya Hai, Salaam-E-Ishq, Ab Mujhe Raat Din, Dard",61,Soulful Sonu Nigam Specials,compilation,308158
Kal Ho Naa Ho,Sonu Nigam,2003-09-20,"filmi, modern bollywood","Kal Ho Naa Ho, Maahi Ve, It's the Time to Disco, Kuch To Hua Hai, Kal Ho Naa Ho - Sad, Pretty Woman, Heartbeat - Instrumental",65,Kal Ho Naa Ho (Original Motion Picture Soundtrack),album,321240
"Sapna Jahan (From ""Brothers"")",Sonu Nigam,2015-07-24,"filmi, modern bollywood","Sapna Jahan (From ""Brothers"")",62,"Sapna Jahan (From ""Brothers"")",single,341780
Tumse Milke Dil Ka,Sonu Nigam,2004-02-27,"filmi, modern bollywood","Main Hoon Na, Tumhe Jo Maine Dekha, Chale Jaise Hawaien, Main Hoon Na (Remix), Ye Fizaein, Main Hoon Na(Sad), Gori Gori Gori Gori, Tumse Milke Dil Ka, Chale Jaise Hawayein (Remix), Tuse Milke Dil Ka Hai Jo Haal",64,Main Hoon Na,album,359253
Abhi Mujh Mein Kahin,Sonu Nigam,2011-12-16,"filmi, modern bollywood","Chikni Chameli, O Saiyyan, Gun Gun Guna, Shah Ka Rutba, Abhi Mujh Mein Kahin, Deva Shree Ganesha",63,Agneepath (Original Motion Picture Soundtrack),album,364786
Shukran Allah,Sonu Nigam,2009-10-15,"filmi, modern bollywood","Shukran Allah, Dua, Ali Maula, Rasiya, Kurbaan Hua, Ali Maula - Remix by Abhijit Vaghani",63,Kurbaan (Original Motion Picture Soundtrack),single,290053
Suraj Hua Maddham,Sonu Nigam,2001-11-28,"filmi, modern bollywood","Kabhi Khushi Kabhie Gham, Bole Chudiyan, You Are My Soniya, Suraj Hua Maddham, Say ""Shava Shava"", Yeh Ladka Hai Allah, Kabhi Khushi Kabhie Gham - Sad Version -1, Deewana Hai Dekho, Kabhi Khushi Kabhie Gham - Sad Version, 2, Soul Of K3G - Instrumental, Vande Mataram",61,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,427546
"Ishq Vishk Pyaar Vyaar (From ""Ishq Vishk Rebound"")",Sonu Nigam,2024-05-16,"filmi, modern bollywood","Ishq Vishk Pyaar Vyaar (From ""Ishq Vishk Rebound"")",63,"Ishq Vishk Pyaar Vyaar (From ""Ishq Vishk Rebound"")",single,201692
Dil Dooba,Sonu Nigam,2003-10-17,"filmi, modern bollywood","Wada Raha, Aisa Jadoo, Youn Hi Tum Mujhse Pyar Karte Raho, Dil Dooba, Wada Raha(Sad), Dil Dooba (Remix), Mere Maula, Uppar Wale, Aisa Jadoo (Remix), Wada Raha",62,Khakee,album,230946
Soniyo,Sonu Nigam,2008-12-01,"filmi, modern bollywood","Maahi, Soniyo, O Jaana, Kaisa Ye Raaz Hai, Bandaa Re, Soniyo - From the Heart, Maahi - Rock with Me, O Jaana - The DJ Suketu Dance with Me Mix",60,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),album,328440
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",Kumar Sanu,2016-04-25,"filmi, modern bollywood","Teri Isi Ada Pe Sanam (From ""Deewana""), Tere Bina (From ""Tezz""), Jeeta Hoon Jiske Liye (From ""Dilwale""), Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan""), Bahut Pyar Karte Hai (Male Version) - From ""Saajan"", Raja Ko Rani Se (From ""Akele Hum Akele Tum""), Dil Se Re (From ""Dil Se""), Ek Din Aap (From ""Yes Boss""), Neend Kise Chain Kahan (From ""Zamaana Deewana""), Duniya Mein Aaye (From ""Judwaa""), Chura Ke Dil Mera (From ""Main Khiladi Tu Anari""), Ye Dhadkan Mere Dil Ki (From ""Mashooq""), Ek Tamanna Jivan Ki (From ""Aankhen""), Khate Hain Hum (From ""Aatish""), Har Kasam Se Badi Hai (From ""Baaghi"")",46,Bahut Pyar Karte Hai - Bollywood Romantic Songs,compilation,426631
Ae Kash Ke Hum,Kumar Sanu,1999-08-01,"filmi, modern bollywood","Ae Kash Ke Hum, Aana Mere Pyar Ko, Sachi Ye Kahani Hai, Kyon Na Hum Milke Pyar, Deewana Dil Deewana, Woh To Hai Albela",64,Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),album,310426
"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",Kumar Sanu,2016-07-01,"filmi, modern bollywood","Hawa Ne Ye Paigham (From ""Rang""), Bahut Jatate Ho Pyar (From ""Aadmi Khilona Hai""), Waadiye Ishq Se (From ""Rahbar""), Aisi Deewangi (From ""Deewana""), Mile Tum Se Bichhad Ke Hum (From ""Salaami""), Din Dhal Gaya Hai Abto Jane (From ""Dil Tera Deewana""), Paayal Meri (From ""Rajkumar""), Koi Jaye to Le Aaye (From ""Ghatak""), Hum to Dil Se Haare (From ""Josh""), Judaai Judaai (From ""Judaai""), Dil Kehta Hai (From ""Akele Hum Akele Tum""), Aa Kahin Dur Chale (From ""Laawaris""), Thare Vaste Re Dhola (From ""Batwara""), Payaliya (From ""Deewana""), Ishq Main (From ""Hulchul""), Mera Yaar Dildar (From ""Jaanwar""), Hai Mera Dil (From ""Josh""), Chura Ke Dil Mera (From ""Main Khiladi Tu Anari""), Pyaar Tune (From ""Pyaar Tune Kya Kiya""), Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",57,Bollywood Melody Queen (Alka Yagnik),album,468720
"Aankh Marey (From ""Simmba"")",Kumar Sanu,2018-12-06,"filmi, modern bollywood","Aankh Marey (From ""Simmba"")",61,"Aankh Marey (From ""Simmba"")",single,212741
Neend Churayee Meri,Kumar Sanu,2000-08-03,"filmi, modern bollywood","Mr. Lova Lova, Neend Churayee Meri, Ishq Hua Kaise Hua, Humko Tumse Pyar Hai, Dekho Dekho Jaanam, Ishq Hai Ishq Hai, Kaise Kahoon Kaise Ho Tum, Mr. Lova Lova - Remix",63,Ishq (Original Motion Picture Soundtrack),album,346720
"Sochenge Tumhe Pyar (From ""Deewana"")",Kumar Sanu,2016-07-01,"filmi, modern bollywood","Sochenge Tumhe Pyar (From ""Deewana""), Kitna Haseen Chehra (From ""Dilwale""), Woh Ladki Bahut Yaad Aati (From ""Qayamat""), Tum Dil Ki Dhadkan Mein (From ""Dhadkan""), Kaash Tum Mujhse Ek (From ""Aatish""), Tere Dard Se Dil (From ""Deewana""), Mere Mehboob Ki Yehi Pehchan (From ""Salaami""), Ankh Hai Bhari Bhari (Male Version) - From ""Tum Se Achcha Kaun Hai"", Ek Aaisi Ladki (From ""Dilwale""), Der Se Hua (Male Version) - From ""Hum Ho Gaye Aap Ke"", Kitna Sukun Kitna Aaram (From ""Saajan Ki Baahon Mein""), Jo Tumhe Chahe Us KO (From ""Dilwale""), Ishq Jab (Male Version) - From ""Hungama"", Pyaar Ka Saaya (From ""Pyaar Ka Saaya""), Sachi Kaho (Sad Version) - From ""Saajan Ki Baahon Mein""",57,"Bollywood Best Trio - Kumar Sanu, Nadeem - Shravan",album,362888
Tumsa Koi Pyaara,Kumar Sanu,1994-03-25,"filmi, modern bollywood","Khat Likhna, Raat Kya Maange, Sexy Sexy Mujhe Log Bole, Tere Deewane Ne, Tum Mano Ya Na Mano, Tumsa Koi Pyaara, Woh Aankh Hi Kya, Woh Aankh Hi Kya - Sonu Nigam Version",62,Khuddar (Original Motion Picture Soundtrack),album,342426
"Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")",Kumar Sanu,2017-02-13,"filmi, modern bollywood","Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui""), Hum Aapke Dil Mein Rehte Hain (From ""Hum Aapke Dil Mein Rahte Hain""), Dil Hai Ki Manta Nahin (From ""Dil Hai Ke Manta Nahin""), Tumhein Apna Banane Ki Kasam Khai Hai (From ""Sadak""), Kasam Se Kasam Se (From ""Hum Aapke Dil Mein Rahte Hain""), Main Duniya Bhula Doonga (From ""Aashiqui""), Dil Se Dilbar (From ""Aan - Men At Work""), Dil Diwana (From ""Daag The Fire""), Mohabbat Ki Hai Tumhare Liye (From ""Sadak""), Sachi Sachi Baat Bata (From ""Aap Ki Yaaden""), Dil Diwane Ka Dola Dildar Ke Liye (From ""Tahalka""), Tu Meri Zindagi Hai (From ""Aashiqui""), Jaan - E - Jigar Jaaneman (From ""Aashiqui""), Tere Hum Ae Sanam (From ""Jeena Teri Gali Mein""), Adayein Bhi Hain Mohabbat Bhi Hai (From ""Dil Hai Ke Manta Nahin""), Nazar Ke Samne (From ""Aashiqui""), Tere Chehre Pe Marta Hoon (From ""Kaun Hai Jo Sapno Mein Aaya""), Tu Pyar Hai Kisi Aur Ka (From ""Dil Hai Ke Manta Nahin""), Jo Hum Na Milenge To Gul Na Khilenge (From ""Jaan Ki Kasam""), Koi Mere Dil Mein Hai (From ""Koi Mere Dil Mein Hai"")",56,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,compilation,329640
"Ye Kaali Kaali Aankhen (From ""Baazigar"")",Kumar Sanu,2016-07-01,"filmi, modern bollywood","Jeeye To Jeeye Kaise (From ""Saajan""), Kitna Haseen Chehra (From ""Dilwale""), Teri Umeed Tera Intezar (From ""Deewana""), Jab Koi Baat Bigad Jaye (From ""Jurm""), Baazigar O Baazigar (From ""Baazigar""), Raja Ko Rani Se (From ""Akele Hum Akele Tum""), Paas Woh Aane Lage (From ""Main Khiladi Tu Anari""), Mujhe Tumse Mohabbat Hai (From ""Qayamat""), Agar Zindagi Ho (From ""Balmaa""), Ye Dhadkan Mere Dil Ki (From ""Mashooq""), Tumhe Chhede Hawa Chanchal (From ""Salaami""), Neend Kise Chain Kahan (From ""Zamaana Deewana""), Ye Kaali Kaali Aankhen (From ""Baazigar""), Saathi Tera Pyar (From ""Insaniyat""), Dil Mere, Pt. 1 (Male Version) - From ""Sooryavansham""",52,"Bollywood Music - Kumar Sanu At His Best, Vol. 1",album,468293
Tujhe Dekha To,Kumar Sanu,2022-02-18,"filmi, modern bollywood","Tujhe Dekha To, Bheegi Bheegi Raaton Mein, Tere Bina Zindagi Se, Lag Ja Gale Se Phir, Tum Aa Gaye Ho Noor Aa Gaya, Kora Kagaz Tha Yeh Man Mera, Aap Ki Ankhon Mein Kuch, Ho Gaya Hai Tujhko To Pyar Sajna, Tere Chehre Se Nazar Nahin, Dekha Ek Khwab - II, Are Jane Kaise Kab Kahan Iqrar, Tere Mere Milan Ki Yeh Raina, Mere Khwabon Mein, Ajib Dastan Hai Yeh, Hum Dono Do Premi, Gaata Rahe Mera Dil, Teri Bindiya Re, Ek Pyar Ka Naghma Hai (Happy), Pyar Hua Iqrar Hua, Goom Hai Kisi Ke Pyar Mein",53,Remembering Lata Mangeshkar,album,302093
"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,2017-06-07,"filmi, hare krishna, modern bollywood","Ik Vaari Aa (From ""Raabta""), Dil Ke Paas (From ""Wajah Tum Ho""), Raabta (Title Track) [From ""Raabta""], Phir Kabhi (From ""M.S.Dhoni - The Untold Story""), Roke Na Ruke Naina (From ""Badrinath Ki Dulhania""), Darkhaast (From ""Shivaay""), Ishq Mubarak (From ""Tum Bin 2""), Lo Maan Liya (From ""Raaz Reboot""), Itni Si Baat Hain (From ""Azhar""), Soch Na Sake (From ""Airlift""), Humdard (From ""Ek Villain""), Yaad Hai Na (From ""Raaz Reboot""), Saware (From ""Phantom""), Agar Tum Saath Ho (From ""Tamasha""), Ijazat (From ""One Night Stand""), Tose Naina (From ""Mickey Virus""), Aye Dil Bata (From ""Ishk Actually""), Sawan Aaya Hai (From ""Creature 3D""), Baaton Ko Teri (From ""All Is Well""), Sanam Re (From ""Sanam Re"")",69,Love Forever With Arijit Singh,compilation,341054
"Choli Ke Peeche (From ""Crew"")",Alka Yagnik,2024-03-20,"filmi, hare krishna, modern bollywood","Choli Ke Peeche (From ""Crew"")",71,"Choli Ke Peeche (From ""Crew"")",single,173400
Main Koi Aisa Geet Gaoon,Alka Yagnik,1999-06-18,"filmi, hare krishna, modern bollywood","Main Koi Aisa Geet Gaoon, Choodi Baji Hai, Chaand Taare, Suniye To, Ek Din Aap, Jaata Hai Tu Kahan",61,Yes Boss (Original Motion Picture Soundtrack),album,317000
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",Alka Yagnik,2016-07-01,"filmi, hare krishna, modern bollywood","Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan""), Abhi to Mohabbat Ka (From ""Hum Ho Gaye Aap Ke""), Falak Dekhun (From ""Garam Masala""), Bin Tere Sanam (From ""Yaara Dildara""), Kya Tumhe Pata Hai (Male Version) - From ""Dil Hai Betaab"", Mouka Milega to Hum (From ""Dilwale""), Tu Cheez Badi Hain (From ""Mohra""), O Rabba (From ""Zamaana Deewana""), Aisa Zakhm Diya Hai (From ""Akele Hum Akele Tum""), Choodi Baji Hai (From ""Yes Boss""), Tere Bina Dil (From ""Deewana Mastana""), Rafta Rafta (From ""Hulchul""), Tere Naina (From ""Bandhan""), Ae Ajnabi (From ""Dil Se""), Aa Kahin Dur Chale (From ""Laawaris""), Tune Zindagi Mein (Male Version) - From ""Humraaz""",56,My Best Collection - Udit Narayan,compilation,426631
"Tip Tip (From ""Sooryavanshi"")",Alka Yagnik,2021-11-06,"filmi, hare krishna, modern bollywood","Tip Tip (From ""Sooryavanshi"")",64,"Tip Tip (From ""Sooryavanshi"")",single,250287
"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",Alka Yagnik,2016-07-01,"filmi, hare krishna, modern bollywood","Hawa Ne Ye Paigham (From ""Rang""), Bahut Jatate Ho Pyar (From ""Aadmi Khilona Hai""), Waadiye Ishq Se (From ""Rahbar""), Aisi Deewangi (From ""Deewana""), Mile Tum Se Bichhad Ke Hum (From ""Salaami""), Din Dhal Gaya Hai Abto Jane (From ""Dil Tera Deewana""), Paayal Meri (From ""Rajkumar""), Koi Jaye to Le Aaye (From ""Ghatak""), Hum to Dil Se Haare (From ""Josh""), Judaai Judaai (From ""Judaai""), Dil Kehta Hai (From ""Akele Hum Akele Tum""), Aa Kahin Dur Chale (From ""Laawaris""), Thare Vaste Re Dhola (From ""Batwara""), Payaliya (From ""Deewana""), Ishq Main (From ""Hulchul""), Mera Yaar Dildar (From ""Jaanwar""), Hai Mera Dil (From ""Josh""), Chura Ke Dil Mera (From ""Main Khiladi Tu Anari""), Pyaar Tune (From ""Pyaar Tune Kya Kiya""), Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",57,Bollywood Melody Queen (Alka Yagnik),album,468720
Suraj Hua Maddham,Alka Yagnik,2001-11-28,"filmi, hare krishna, modern bollywood","Kabhi Khushi Kabhie Gham, Bole Chudiyan, You Are My Soniya, Suraj Hua Maddham, Say ""Shava Shava"", Yeh Ladka Hai Allah, Kabhi Khushi Kabhie Gham - Sad Version -1, Deewana Hai Dekho, Kabhi Khushi Kabhie Gham - Sad Version, 2, Soul Of K3G - Instrumental, Vande Mataram",61,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,427546
Kuch Kuch Hota Hai,Alka Yagnik,1998-08-13,"filmi, hare krishna, modern bollywood","Kuch Kuch Hota Hai, Koi Mil Gaya, Saajanji Ghar Aaye, Kuch Kuch Hota Hai - Sad, Yeh Ladka Hai Deewana, Tujhe Yaad Na Meri Aayee, Raghupati Raghav, Ladki Badi Anjani Hai",63,Kuch Kuch Hota Hai,album,297866
Neend Churayee Meri,Alka Yagnik,2000-08-03,"filmi, hare krishna, modern bollywood","Mr. Lova Lova, Neend Churayee Meri, Ishq Hua Kaise Hua, Humko Tumse Pyar Hai, Dekho Dekho Jaanam, Ishq Hai Ishq Hai, Kaise Kahoon Kaise Ho Tum, Mr. Lova Lova - Remix",63,Ishq (Original Motion Picture Soundtrack),album,346720
Ae Mere Humsafar,Alka Yagnik,1988-01-04,"filmi, hare krishna, modern bollywood","Papa Kahte Hain, Akele Hain To Kya Gam Hai, Kahe Sataye, Gazab Ka Hai Din, Ae Mere Humsafar, Papa Kahte They",62,Qayamat Se Qayamat Tak,single,355840
Falak Tak,Udit Narayan,2008-03-27,"chutney, filmi, odia pop","Dil Haara, Chhaliya, Jimmy Ka Tashan, Bachchan Pande Ka Tashan, Pooja Ka Tashan, Bhaiyyaji Ka Tashan, Falak Tak, Tashan Mein, Dil Dance Maare",66,Tashan,album,356179
Enkeyoo Partha,Udit Narayan,2008-10-17,"chutney, filmi, odia pop","Enkeyoo Partha, Oh Baby, Oru Naalaikkul, Venmegam, Nenjai Kasakki, Penne Ennai Kodu, The Person Is The Loser, Palakkattu Pakkathile",66,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),album,320960
"Kokkorakko (From ""Gilli"")",Udit Narayan,2013-05-24,"chutney, filmi, odia pop","Kaadhal Pisaasay (From ""Run""), Ada Ennaththa Solvenungo (From ""Sivakasi""), Kokkorakko (From ""Gilli""), Ayilasa (From ""Naam Iruvar Namakku Iruvar""), Ithanundu (From ""Dhol""), Nilavile Nilavile (From ""Aaha Ethanai Azhagu""), Kaadhal Poonga (From ""Ponniyin Selvan""), Yenga Pora (From ""Anbay Unvasam""), Vettaruva Kannazhagi (From ""Eesaa""), Hallo Yendhan (From ""Naam Iruvar Namakku Iruvar"")",55,Singer Special Udit Narayan,album,274217
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",Udit Narayan,2016-07-01,"chutney, filmi, odia pop","Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan""), Abhi to Mohabbat Ka (From ""Hum Ho Gaye Aap Ke""), Falak Dekhun (From ""Garam Masala""), Bin Tere Sanam (From ""Yaara Dildara""), Kya Tumhe Pata Hai (Male Version) - From ""Dil Hai Betaab"", Mouka Milega to Hum (From ""Dilwale""), Tu Cheez Badi Hain (From ""Mohra""), O Rabba (From ""Zamaana Deewana""), Aisa Zakhm Diya Hai (From ""Akele Hum Akele Tum""), Choodi Baji Hai (From ""Yes Boss""), Tere Bina Dil (From ""Deewana Mastana""), Rafta Rafta (From ""Hulchul""), Tere Naina (From ""Bandhan""), Ae Ajnabi (From ""Dil Se""), Aa Kahin Dur Chale (From ""Laawaris""), Tune Zindagi Mein (Male Version) - From ""Humraaz""",56,My Best Collection - Udit Narayan,compilation,426631
Main Yahaan Hoon,Udit Narayan,2004-09-18,"chutney, filmi, odia pop","Tere Liye, Main Yahaan Hoon, Aisa Des Hai Mera, Yeh Hum Aa Gaye Hain Kahaan, Do Pal, Kyon Hawa, Hum To Bhai Jaise Hain, Aaya Tere Dar Par, Lodi, Tum Paas Aa Rahe Ho, Jaane Kyon",64,Veer - Zaara,album,295157
Jaadu Teri Nazar,Udit Narayan,1993-12-24,"chutney, filmi, odia pop","Ang Se Ang Lagana, Jaadu Teri Nazar - With Dialogue, Jaadu Teri Nazar, Darwaza Band Karlo, Tu Mere Samne, Ishq Da Rog Bura, Solah Button Meri Choli Mein, Likha Hai Yeh, Obsession - Inst, Ang Se Ang Lagana",63,Darr,album,279909
